0.05
2
Time,N001,I1,R1,
0.002548,69.1036,0.514792,3.45518,
0.002549,69.7042,0.484824,3.48521,
0.00255,70.3035,0.454915,3.51518,
0.002551,70.9017,0.425067,3.54508,
0.002552,71.4987,0.395282,3.57493,
0.002553,72.0944,0.36556,3.60472,
0.002554,72.6888,0.335902,3.63444,
0.002555,73.282,0.30631,3.6641,
0.002556,73.8738,0.276785,3.69369,
0.002557,74.4643,0.247328,3.72321,
0.002558,75.0534,0.217941,3.75267,
0.002559,75.6412,0.188623,3.78206,
0.00256,76.2275,0.159377,3.81138,
0.002561,76.8125,0.130204,3.84062,
0.002562,77.3959,0.101105,3.8698,
0.002563,77.9779,0.07208,3.8989,
0.002564,78.5584,0.0431317,3.92792,
0.002565,79.1374,0.0142605,3.95687,
0.002566,79.7148,-0.0145322,3.98574,
0.002567,80.2906,-0.0432454,4.01453,
0.002568,80.8649,-0.0718779,4.04325,
0.002569,81.4376,-0.100429,4.07188,
0.00257,82.0086,-0.128896,4.10043,
0.002571,82.5779,-0.15728,4.1289,
0.002572,83.1456,-0.185579,4.15728,
0.002573,83.7116,-0.213791,4.18558,
0.002574,84.2758,-0.241916,4.21379,
0.002575,84.8383,-0.269952,4.24192,
0.002576,85.399,-0.297899,4.26995,
0.002577,85.958,-0.325755,4.2979,
0.002578,86.5151,-0.35352,4.32576,
0.002579,87.0704,-0.381191,4.35352,
0.00258,87.6238,-0.408768,4.38119,
0.002581,88.1754,-0.436251,4.40877,
0.002582,88.725,-0.463637,4.43625,
0.002583,89.2727,-0.490926,4.46364,
0.002584,89.8185,-0.518116,4.49093,
0.002585,90.3623,-0.545207,4.51812,
0.002586,90.9041,-0.572198,4.54521,
0.002587,91.444,-0.599087,4.5722,
0.002588,91.9817,-0.625873,4.59909,
0.002589,92.5175,-0.652556,4.62587,
0.00259,93.0511,-0.679134,4.65256,
0.002591,93.5827,-0.705606,4.67913,
0.002592,94.1121,-0.731972,4.70561,
0.002593,94.6394,-0.758229,4.73197,
0.002594,95.1646,-0.784378,4.75823,
0.002595,95.6876,-0.810417,4.78438,
0.002596,96.2083,-0.836345,4.81042,
0.002597,96.7269,-0.862161,4.83634,
0.002598,97.2432,-0.887864,4.86216,
0.002599,97.7573,-0.913452,4.88786,
0.0026,98.269,-0.938926,4.91345,
0.002601,98.7785,-0.964284,4.93893,
0.002602,99.2857,-0.989525,4.96428,
0.002603,99.7905,-1.01465,4.98952,
0.002604,100.293,-1.03965,5.01465,
0.002605,100.793,-1.06454,5.03965,
0.002606,101.291,-1.0893,5.06454,
0.002607,101.786,-1.11394,5.0893,
0.002608,102.279,-1.13846,5.11394,
0.002609,102.769,-1.16285,5.13846,
0.00261,103.257,-1.18712,5.16285,
0.002611,103.742,-1.21126,5.18712,
0.002612,104.225,-1.23528,5.21126,
0.002613,104.706,-1.25917,5.23528,
0.002614,105.183,-1.28293,5.25917,
0.002615,105.659,-1.30656,5.28293,
0.002616,106.131,-1.33006,5.30656,
0.002617,106.601,-1.35343,5.33006,
0.002618,107.069,-1.37666,5.35343,
0.002619,107.533,-1.39977,5.37666,
0.00262,107.995,-1.42274,5.39977,
0.002621,108.455,-1.44557,5.42274,
0.002622,108.911,-1.46827,5.44557,
0.002623,109.365,-1.49083,5.46827,
0.002624,109.817,-1.51325,5.49083,
0.002625,110.265,-1.53553,5.51325,
0.002626,110.711,-1.55768,5.53553,
0.002627,111.154,-1.57968,5.55768,
0.002628,111.594,-1.60155,5.57968,
0.002629,112.031,-1.62327,5.60155,
0.00263,112.465,-1.64484,5.62327,
0.002631,112.897,-1.66628,5.64484,
0.002632,113.326,-1.68757,5.66628,
0.002633,113.751,-1.70871,5.68757,
0.002634,114.174,-1.72971,5.70871,
0.002635,114.594,-1.75056,5.72971,
0.002636,115.011,-1.77126,5.75056,
0.002637,115.425,-1.79181,5.77126,
0.002638,115.836,-1.81221,5.79181,
0.002639,116.244,-1.83247,5.81221,
0.00264,116.649,-1.85257,5.83247,
0.002641,117.051,-1.87252,5.85257,
0.002642,117.45,-1.89231,5.87252,
0.002643,117.846,-1.91195,5.89231,
0.002644,118.239,-1.93144,5.91195,
0.002645,118.629,-1.95078,5.93144,
0.002646,119.016,-1.96995,5.95078,
0.002647,119.399,-1.98897,5.96995,
0.002648,119.779,-2.00783,5.98897,
0.002649,120.157,-2.02654,6.00783,
0.00265,120.531,-2.04508,6.02654,
0.002651,120.902,-2.06347,6.04508,
0.002652,121.269,-2.0817,6.06347,
0.002653,121.634,-2.09976,6.0817,
0.002654,121.995,-2.11766,6.09976,
0.002655,122.353,-2.1354,6.11766,
0.002656,122.708,-2.15298,6.1354,
0.002657,123.06,-2.17039,6.15298,
0.002658,123.408,-2.18764,6.17039,
0.002659,123.753,-2.20472,6.18764,
0.00266,124.094,-2.22164,6.20472,
0.002661,124.433,-2.23839,6.22164,
0.002662,124.768,-2.25497,6.23839,
0.002663,125.099,-2.27139,6.25497,
0.002664,125.428,-2.28763,6.27139,
0.002665,125.753,-2.30371,6.28763,
0.002666,126.074,-2.31962,6.30371,
0.002667,126.392,-2.33535,6.31962,
0.002668,126.707,-2.35092,6.33535,
0.002669,127.018,-2.36631,6.35092,
0.00267,127.326,-2.38153,6.36631,
0.002671,127.631,-2.39658,6.38153,
0.002672,127.932,-2.41146,6.39658,
0.002673,128.229,-2.42616,6.41146,
0.002674,128.523,-2.44068,6.42616,
0.002675,128.814,-2.45503,6.44068,
0.002676,129.101,-2.46921,6.45503,
0.002677,129.384,-2.48321,6.46921,
0.002678,129.664,-2.49703,6.48321,
0.002679,129.941,-2.51067,6.49703,
0.00268,130.213,-2.52414,6.51067,
0.002681,130.483,-2.53742,6.52414,
0.002682,130.748,-2.55053,6.53742,
0.002683,131.011,-2.56346,6.55053,
0.002684,131.269,-2.57621,6.56346,
0.002685,131.524,-2.58877,6.57621,
0.002686,131.775,-2.60116,6.58877,
0.002687,132.023,-2.61336,6.60116,
0.002688,132.267,-2.62539,6.61336,
0.002689,132.508,-2.63723,6.62539,
0.00269,132.745,-2.64888,6.63723,
0.002691,132.978,-2.66036,6.64888,
0.002692,133.207,-2.67164,6.66036,
0.002693,133.433,-2.68275,6.67164,
0.002694,133.655,-2.69367,6.68275,
0.002695,133.873,-2.7044,6.69367,
0.002696,134.088,-2.71495,6.7044,
0.002697,134.299,-2.72532,6.71495,
0.002698,134.506,-2.73549,6.72532,
0.002699,134.71,-2.74548,6.73549,
0.0027,134.91,-2.75528,6.74548,
0.002701,135.106,-2.7649,6.75528,
0.002702,135.298,-2.77432,6.7649,
0.002703,135.486,-2.78356,6.77432,
0.002704,135.671,-2.79261,6.78356,
0.002705,135.852,-2.80147,6.79261,
0.002706,136.029,-2.81014,6.80147,
0.002707,136.203,-2.81862,6.81014,
0.002708,136.372,-2.82691,6.81862,
0.002709,136.538,-2.83501,6.82691,
0.00271,136.7,-2.84292,6.83501,
0.002711,136.858,-2.85063,6.84292,
0.002712,137.013,-2.85816,6.85063,
0.002713,137.163,-2.86549,6.85816,
0.002714,137.31,-2.87263,6.86549,
0.002715,137.453,-2.87958,6.87263,
0.002716,137.592,-2.88634,6.87958,
0.002717,137.727,-2.8929,6.88634,
0.002718,137.858,-2.89928,6.8929,
0.002719,137.986,-2.90545,6.89928,
0.00272,138.109,-2.91144,6.90545,
0.002721,138.229,-2.91723,6.91144,
0.002722,138.345,-2.92282,6.91723,
0.002723,138.456,-2.92822,6.92282,
0.002724,138.564,-2.93343,6.92822,
0.002725,138.669,-2.93844,6.93343,
0.002726,138.769,-2.94326,6.93844,
0.002727,138.865,-2.94788,6.94326,
0.002728,138.958,-2.95231,6.94788,
0.002729,139.046,-2.95654,6.95231,
0.00273,139.131,-2.96057,6.95654,
0.002731,139.211,-2.96441,6.96057,
0.002732,139.288,-2.96806,6.96441,
0.002733,139.361,-2.9715,6.96806,
0.002734,139.43,-2.97476,6.9715,
0.002735,139.495,-2.97781,6.97476,
0.002736,139.556,-2.98067,6.97781,
0.002737,139.613,-2.98333,6.98067,
0.002738,139.667,-2.98579,6.98333,
0.002739,139.716,-2.98806,6.98579,
0.00274,139.761,-2.99013,6.98806,
0.002741,139.803,-2.99201,6.99013,
0.002742,139.84,-2.99368,6.99201,
0.002743,139.874,-2.99516,6.99368,
0.002744,139.903,-2.99645,6.99516,
0.002745,139.929,-2.99753,6.99645,
0.002746,139.951,-2.99842,6.99753,
0.002747,139.968,-2.99911,6.99842,
0.002748,139.982,-2.99961,6.99911,
0.002749,139.992,-2.9999,6.99961,
0.00275,139.998,-3,6.9999,
0.002751,140,-2.9999,7,
0.002752,139.998,-2.99961,6.9999,
0.002753,139.992,-2.99911,6.99961,
0.002754,139.982,-2.99842,6.99911,
0.002755,139.968,-2.99753,6.99842,
0.002756,139.951,-2.99645,6.99753,
0.002757,139.929,-2.99516,6.99645,
0.002758,139.903,-2.99368,6.99516,
0.002759,139.874,-2.99201,6.99368,
0.00276,139.84,-2.99013,6.99201,
0.002761,139.803,-2.98806,6.99013,
0.002762,139.761,-2.98579,6.98806,
0.002763,139.716,-2.98333,6.98579,
0.002764,139.667,-2.98067,6.98333,
0.002765,139.613,-2.97781,6.98067,
0.002766,139.556,-2.97476,6.97781,
0.002767,139.495,-2.9715,6.97476,
0.002768,139.43,-2.96806,6.9715,
0.002769,139.361,-2.96441,6.96806,
0.00277,139.288,-2.96057,6.96441,
0.002771,139.211,-2.95654,6.96057,
0.002772,139.131,-2.95231,6.95654,
0.002773,139.046,-2.94788,6.95231,
0.002774,138.958,-2.94326,6.94788,
0.002775,138.865,-2.93844,6.94326,
0.002776,138.769,-2.93343,6.93844,
0.002777,138.669,-2.92822,6.93343,
0.002778,138.564,-2.92282,6.92822,
0.002779,138.456,-2.91723,6.92282,
0.00278,138.345,-2.91144,6.91723,
0.002781,138.229,-2.90545,6.91144,
0.002782,138.109,-2.89928,6.90545,
0.002783,137.986,-2.8929,6.89928,
0.002784,137.858,-2.88634,6.8929,
0.002785,137.727,-2.87958,6.88634,
0.002786,137.592,-2.87263,6.87958,
0.002787,137.453,-2.86549,6.87263,
0.002788,137.31,-2.85816,6.86549,
0.002789,137.163,-2.85063,6.85816,
0.00279,137.013,-2.84292,6.85063,
0.002791,136.858,-2.83501,6.84292,
0.002792,136.7,-2.82691,6.83501,
0.002793,136.538,-2.81862,6.82691,
0.002794,136.372,-2.81014,6.81862,
0.002795,136.203,-2.80147,6.81014,
0.002796,136.029,-2.79261,6.80147,
0.002797,135.852,-2.78356,6.79261,
0.002798,135.671,-2.77432,6.78356,
0.002799,135.486,-2.7649,6.77432,
0.0028,135.298,-2.75528,6.7649,
0.002801,135.106,-2.74548,6.75528,
0.002802,134.91,-2.73549,6.74548,
0.002803,134.71,-2.72532,6.73549,
0.002804,134.506,-2.71495,6.72532,
0.002805,134.299,-2.7044,6.71495,
0.002806,134.088,-2.69367,6.7044,
0.002807,133.873,-2.68275,6.69367,
0.002808,133.655,-2.67164,6.68275,
0.002809,133.433,-2.66036,6.67164,
0.00281,133.207,-2.64888,6.66036,
0.002811,132.978,-2.63723,6.64888,
0.002812,132.745,-2.62539,6.63723,
0.002813,132.508,-2.61336,6.62539,
0.002814,132.267,-2.60116,6.61336,
0.002815,132.023,-2.58877,6.60116,
0.002816,131.775,-2.57621,6.58877,
0.002817,131.524,-2.56346,6.57621,
0.002818,131.269,-2.55053,6.56346,
0.002819,131.011,-2.53742,6.55053,
0.00282,130.748,-2.52414,6.53742,
0.002821,130.483,-2.51067,6.52414,
0.002822,130.213,-2.49703,6.51067,
0.002823,129.941,-2.48321,6.49703,
0.002824,129.664,-2.46921,6.48321,
0.002825,129.384,-2.45503,6.46921,
0.002826,129.101,-2.44068,6.45503,
0.002827,128.814,-2.42616,6.44068,
0.002828,128.523,-2.41146,6.42616,
0.002829,128.229,-2.39658,6.41146,
0.00283,127.932,-2.38153,6.39658,
0.002831,127.631,-2.36631,6.38153,
0.002832,127.326,-2.35092,6.36631,
0.002833,127.018,-2.33535,6.35092,
0.002834,126.707,-2.31962,6.33535,
0.002835,126.392,-2.30371,6.31962,
0.002836,126.074,-2.28763,6.30371,
0.002837,125.753,-2.27139,6.28763,
0.002838,125.428,-2.25497,6.27139,
0.002839,125.099,-2.23839,6.25497,
0.00284,124.768,-2.22164,6.23839,
0.002841,124.433,-2.20472,6.22164,
0.002842,124.094,-2.18764,6.20472,
0.002843,123.753,-2.17039,6.18764,
0.002844,123.408,-2.15298,6.17039,
0.002845,123.06,-2.1354,6.15298,
0.002846,122.708,-2.11766,6.1354,
0.002847,122.353,-2.09976,6.11766,
0.002848,121.995,-2.0817,6.09976,
0.002849,121.634,-2.06347,6.0817,
0.00285,121.269,-2.04508,6.06347,
0.002851,120.902,-2.02654,6.04508,
0.002852,120.531,-2.00783,6.02654,
0.002853,120.157,-1.98897,6.00783,
0.002854,119.779,-1.96995,5.98897,
0.002855,119.399,-1.95078,5.96995,
0.002856,119.016,-1.93144,5.95078,
0.002857,118.629,-1.91195,5.93144,
0.002858,118.239,-1.89231,5.91195,
0.002859,117.846,-1.87252,5.89231,
0.00286,117.45,-1.85257,5.87252,
0.002861,117.051,-1.83247,5.85257,
0.002862,116.649,-1.81221,5.83247,
0.002863,116.244,-1.79181,5.81221,
0.002864,115.836,-1.77126,5.79181,
0.002865,115.425,-1.75056,5.77126,
0.002866,115.011,-1.72971,5.75056,
0.002867,114.594,-1.70871,5.72971,
0.002868,114.174,-1.68757,5.70871,
0.002869,113.751,-1.66628,5.68757,
0.00287,113.326,-1.64484,5.66628,
0.002871,112.897,-1.62327,5.64484,
0.002872,112.465,-1.60155,5.62327,
0.002873,112.031,-1.57968,5.60155,
0.002874,111.594,-1.55768,5.57968,
0.002875,111.154,-1.53553,5.55768,
0.002876,110.711,-1.51325,5.53553,
0.002877,110.265,-1.49083,5.51325,
0.002878,109.817,-1.46827,5.49083,
0.002879,109.365,-1.44557,5.46827,
0.00288,108.911,-1.42274,5.44557,
0.002881,108.455,-1.39977,5.42274,
0.002882,107.995,-1.37666,5.39977,
0.002883,107.533,-1.35343,5.37666,
0.002884,107.069,-1.33006,5.35343,
0.002885,106.601,-1.30656,5.33006,
0.002886,106.131,-1.28293,5.30656,
0.002887,105.659,-1.25917,5.28293,
0.002888,105.183,-1.23528,5.25917,
0.002889,104.706,-1.21126,5.23528,
0.00289,104.225,-1.18712,5.21126,
0.002891,103.742,-1.16285,5.18712,
0.002892,103.257,-1.13846,5.16285,
0.002893,102.769,-1.11394,5.13846,
0.002894,102.279,-1.0893,5.11394,
0.002895,101.786,-1.06454,5.0893,
0.002896,101.291,-1.03965,5.06454,
0.002897,100.793,-1.01465,5.03965,
0.002898,100.293,-0.989525,5.01465,
0.002899,99.7905,-0.964284,4.98952,
0.0029,99.2857,-0.938926,4.96428,
0.002901,98.7785,-0.913452,4.93893,
0.002902,98.269,-0.887864,4.91345,
0.002903,97.7573,-0.862161,4.88786,
0.002904,97.2432,-0.836345,4.86216,
0.002905,96.7269,-0.810417,4.83634,
0.002906,96.2083,-0.784378,4.81042,
0.002907,95.6876,-0.758229,4.78438,
0.002908,95.1646,-0.731972,4.75823,
0.002909,94.6394,-0.705606,4.73197,
0.00291,94.1121,-0.679134,4.70561,
0.002911,93.5827,-0.652556,4.67913,
0.002912,93.0511,-0.625873,4.65256,
0.002913,92.5175,-0.599087,4.62587,
0.002914,91.9817,-0.572198,4.59909,
0.002915,91.444,-0.545207,4.5722,
0.002916,90.9041,-0.518116,4.54521,
0.002917,90.3623,-0.490926,4.51812,
0.002918,89.8185,-0.463637,4.49093,
0.002919,89.2727,-0.436251,4.46364,
0.00292,88.725,-0.408768,4.43625,
0.002921,88.1754,-0.381191,4.40877,
0.002922,87.6238,-0.35352,4.38119,
0.002923,87.0704,-0.325755,4.35352,
0.002924,86.5151,-0.297899,4.32576,
0.002925,85.958,-0.269952,4.2979,
0.002926,85.399,-0.241916,4.26995,
0.002927,84.8383,-0.213791,4.24192,
0.002928,84.2758,-0.185579,4.21379,
0.002929,83.7116,-0.15728,4.18558,
0.00293,83.1456,-0.128896,4.15728,
0.002931,82.5779,-0.100429,4.1289,
0.002932,82.0086,-0.0718779,4.10043,
0.002933,81.4376,-0.0432454,4.07188,
0.002934,80.8649,-0.0145322,4.04325,
0.002935,80.2906,0.0142605,4.01453,
0.002936,79.7148,0.0431317,3.98574,
0.002937,79.1374,0.07208,3.95687,
0.002938,78.5584,0.101105,3.92792,
0.002939,77.9779,0.130204,3.8989,
0.00294,77.3959,0.159377,3.8698,
0.002941,76.8125,0.188623,3.84062,
0.002942,76.2275,0.217941,3.81138,
0.002943,75.6412,0.247328,3.78206,
0.002944,75.0534,0.276785,3.75267,
0.002945,74.4643,0.30631,3.72321,
0.002946,73.8738,0.335902,3.69369,
0.002947,73.282,0.36556,3.6641,
0.002948,72.6888,0.395282,3.63444,
0.002949,72.0944,0.425067,3.60472,
0.00295,71.4987,0.454915,3.57493,
0.002951,70.9017,0.484824,3.54508,
0.002952,70.3035,0.514792,3.51518,
0.002953,69.7042,0.544819,3.48521,
0.002954,69.1036,0.574904,3.45518,
0.002955,68.5019,0.605044,3.4251,
0.002956,67.8991,0.63524,3.39496,
0.002957,67.2952,0.66549,3.36476,
0.002958,66.6902,0.695792,3.33451,
0.002959,66.0842,0.726146,3.30421,
0.00296,65.4771,0.756551,3.27385,
0.002961,64.869,0.787004,3.24345,
0.002962,64.2599,0.817505,3.213,
0.002963,63.6499,0.848053,3.18249,
0.002964,63.0389,0.878646,3.15195,
0.002965,62.4271,0.909284,3.12135,
0.002966,61.8143,0.939964,3.09072,
0.002967,61.2007,0.970687,3.06004,
0.002968,60.5863,1.00145,3.02931,
0.002969,59.971,1.03225,2.99855,
0.00297,59.3549,1.06309,2.96775,
0.002971,58.7381,1.09397,2.93691,
0.002972,58.1206,1.12488,2.90603,
0.002973,57.5023,1.15583,2.87512,
0.002974,56.8833,1.18681,2.84417,
0.002975,56.2637,1.21783,2.81319,
0.002976,55.6434,1.24887,2.78217,
0.002977,55.0226,1.27995,2.75113,
0.002978,54.4011,1.31105,2.72005,
0.002979,53.779,1.34218,2.68895,
0.00298,53.1564,1.37333,2.65782,
0.002981,52.5333,1.40451,2.62667,
0.002982,51.9097,1.43572,2.59549,
0.002983,51.2856,1.46694,2.56428,
0.002984,50.6611,1.49819,2.53306,
0.002985,50.0362,1.52946,2.50181,
0.002986,49.4108,1.56074,2.47054,
0.002987,48.7851,1.59205,2.43926,
0.002988,48.1591,1.62337,2.40795,
0.002989,47.5327,1.6547,2.37663,
0.00299,46.906,1.68605,2.3453,
0.002991,46.2791,1.71741,2.31395,
0.002992,45.6519,1.74878,2.28259,
0.002993,45.0244,1.78016,2.25122,
0.002994,44.3968,1.81155,2.21984,
0.002995,43.769,1.84295,2.18845,
0.002996,43.1411,1.87435,2.15705,
0.002997,42.513,1.90576,2.12565,
0.002998,41.8848,1.93717,2.09424,
0.002999,41.2566,1.96858,2.06283,
0.003,40.6283,2,2.03142,
0.003001,40,2.03142,2,
0.003002,39.3717,2.06283,1.96858,
0.003003,38.7434,2.09424,1.93717,
0.003004,38.1152,2.12565,1.90576,
0.003005,37.487,2.15705,1.87435,
0.003006,36.8589,2.18845,1.84295,
0.003007,36.231,2.21984,1.81155,
0.003008,35.6032,2.25122,1.78016,
0.003009,34.9756,2.28259,1.74878,
0.00301,34.3481,2.31395,1.71741,
0.003011,33.7209,2.3453,1.68605,
0.003012,33.094,2.37663,1.6547,
0.003013,32.4673,2.40795,1.62337,
0.003014,31.8409,2.43926,1.59205,
0.003015,31.2149,2.47054,1.56074,
0.003016,30.5892,2.50181,1.52946,
0.003017,29.9638,2.53306,1.49819,
0.003018,29.3389,2.56428,1.46694,
0.003019,28.7144,2.59549,1.43572,
0.00302,28.0903,2.62667,1.40451,
0.003021,27.4667,2.65782,1.37333,
0.003022,26.8436,2.68895,1.34218,
0.003023,26.221,2.72005,1.31105,
0.003024,25.5989,2.75113,1.27995,
0.003025,24.9774,2.78217,1.24887,
0.003026,24.3566,2.81319,1.21783,
0.003027,23.7363,2.84417,1.18681,
0.003028,23.1167,2.87512,1.15583,
0.003029,22.4977,2.90603,1.12488,
0.00303,21.8794,2.93691,1.09397,
0.003031,21.2619,2.96775,1.06309,
0.003032,20.6451,2.99855,1.03225,
0.003033,20.029,3.02931,1.00145,
0.003034,19.4137,3.06004,0.970687,
0.003035,18.7993,3.09072,0.939964,
0.003036,18.1857,3.12135,0.909284,
0.003037,17.5729,3.15195,0.878646,
0.003038,16.9611,3.18249,0.848053,
0.003039,16.3501,3.213,0.817505,
0.00304,15.7401,3.24345,0.787004,
0.003041,15.131,3.27385,0.756551,
0.003042,14.5229,3.30421,0.726146,
0.003043,13.9158,3.33451,0.695792,
0.003044,13.3098,3.36476,0.66549,
0.003045,12.7048,3.39496,0.63524,
0.003046,12.1009,3.4251,0.605044,
0.003047,11.4981,3.45518,0.574904,
0.003048,10.8964,3.48521,0.544819,
0.003049,10.2958,3.51518,0.514792,
0.00305,9.69647,3.54508,0.484824,
0.003051,9.0983,3.57493,0.454915,
0.003052,8.50135,3.60472,0.425067,
0.003053,7.90564,3.63444,0.395282,
0.003054,7.3112,3.6641,0.36556,
0.003055,6.71805,3.69369,0.335902,
0.003056,6.12621,3.72321,0.30631,
0.003057,5.53571,3.75267,0.276785,
0.003058,4.94657,3.78206,0.247328,
0.003059,4.35881,3.81138,0.217941,
0.00306,3.77246,3.84062,0.188623,
0.003061,3.18754,3.8698,0.159377,
0.003062,2.60408,3.8989,0.130204,
0.003063,2.02209,3.92792,0.101105,
0.003064,1.4416,3.95687,0.07208,
0.003065,0.862633,3.98574,0.0431317,
0.003066,0.285211,4.01453,0.0142605,
0.003067,-0.290644,4.04325,-0.0145322,
0.003068,-0.864907,4.07188,-0.0432454,
0.003069,-1.43756,4.10043,-0.0718779,
0.00307,-2.00857,4.1289,-0.100429,
0.003071,-2.57793,4.15728,-0.128896,
0.003072,-3.1456,4.18558,-0.15728,
0.003073,-3.71158,4.21379,-0.185579,
0.003074,-4.27582,4.24192,-0.213791,
0.003075,-4.83832,4.26995,-0.241916,
0.003076,-5.39905,4.2979,-0.269952,
0.003077,-5.95799,4.32576,-0.297899,
0.003078,-6.51511,4.35352,-0.325755,
0.003079,-7.07039,4.38119,-0.35352,
0.00308,-7.62382,4.40877,-0.381191,
0.003081,-8.17537,4.43625,-0.408768,
0.003082,-8.72501,4.46364,-0.436251,
0.003083,-9.27273,4.49093,-0.463637,
0.003084,-9.81851,4.51812,-0.490926,
0.003085,-10.3623,4.54521,-0.518116,
0.003086,-10.9041,4.5722,-0.545207,
0.003087,-11.444,4.59909,-0.572198,
0.003088,-11.9817,4.62587,-0.599087,
0.003089,-12.5175,4.65256,-0.625873,
0.00309,-13.0511,4.67913,-0.652556,
0.003091,-13.5827,4.70561,-0.679134,
0.003092,-14.1121,4.73197,-0.705606,
0.003093,-14.6394,4.75823,-0.731972,
0.003094,-15.1646,4.78438,-0.758229,
0.003095,-15.6876,4.81042,-0.784378,
0.003096,-16.2083,4.83634,-0.810417,
0.003097,-16.7269,4.86216,-0.836345,
0.003098,-17.2432,4.88786,-0.862161,
0.003099,-17.7573,4.91345,-0.887864,
0.0031,-18.269,4.93893,-0.913452,
0.003101,-18.7785,4.96428,-0.938926,
0.003102,-19.2857,4.98952,-0.964284,
0.003103,-19.7905,5.01465,-0.989525,
0.003104,-20.293,5.03965,-1.01465,
0.003105,-20.793,5.06454,-1.03965,
0.003106,-21.2907,5.0893,-1.06454,
0.003107,-21.786,5.11394,-1.0893,
0.003108,-22.2788,5.13846,-1.11394,
0.003109,-22.7691,5.16285,-1.13846,
0.00311,-23.257,5.18712,-1.16285,
0.003111,-23.7424,5.21126,-1.18712,
0.003112,-24.2253,5.23528,-1.21126,
0.003113,-24.7056,5.25917,-1.23528,
0.003114,-25.1834,5.28293,-1.25917,
0.003115,-25.6586,5.30656,-1.28293,
0.003116,-26.1312,5.33006,-1.30656,
0.003117,-26.6012,5.35343,-1.33006,
0.003118,-27.0686,5.37666,-1.35343,
0.003119,-27.5333,5.39977,-1.37666,
0.00312,-27.9953,5.42274,-1.39977,
0.003121,-28.4547,5.44557,-1.42274,
0.003122,-28.9114,5.46827,-1.44557,
0.003123,-29.3653,5.49083,-1.46827,
0.003124,-29.8165,5.51325,-1.49083,
0.003125,-30.265,5.53553,-1.51325,
0.003126,-30.7107,5.55768,-1.53553,
0.003127,-31.1536,5.57968,-1.55768,
0.003128,-31.5936,5.60155,-1.57968,
0.003129,-32.0309,5.62327,-1.60155,
0.00313,-32.4653,5.64484,-1.62327,
0.003131,-32.8969,5.66628,-1.64484,
0.003132,-33.3255,5.68757,-1.66628,
0.003133,-33.7513,5.70871,-1.68757,
0.003134,-34.1742,5.72971,-1.70871,
0.003135,-34.5941,5.75056,-1.72971,
0.003136,-35.0111,5.77126,-1.75056,
0.003137,-35.4251,5.79181,-1.77126,
0.003138,-35.8362,5.81221,-1.79181,
0.003139,-36.2443,5.83247,-1.81221,
0.00314,-36.6493,5.85257,-1.83247,
0.003141,-37.0513,5.87252,-1.85257,
0.003142,-37.4503,5.89231,-1.87252,
0.003143,-37.8462,5.91195,-1.89231,
0.003144,-38.2391,5.93144,-1.91195,
0.003145,-38.6288,5.95078,-1.93144,
0.003146,-39.0155,5.96995,-1.95078,
0.003147,-39.399,5.98897,-1.96995,
0.003148,-39.7794,6.00783,-1.98897,
0.003149,-40.1567,6.02654,-2.00783,
0.00315,-40.5308,6.04508,-2.02654,
0.003151,-40.9017,6.06347,-2.04508,
0.003152,-41.2694,6.0817,-2.06347,
0.003153,-41.6339,6.09976,-2.0817,
0.003154,-41.9952,6.11766,-2.09976,
0.003155,-42.3533,6.1354,-2.11766,
0.003156,-42.7081,6.15298,-2.1354,
0.003157,-43.0596,6.17039,-2.15298,
0.003158,-43.4078,6.18764,-2.17039,
0.003159,-43.7528,6.20472,-2.18764,
0.00316,-44.0945,6.22164,-2.20472,
0.003161,-44.4328,6.23839,-2.22164,
0.003162,-44.7678,6.25497,-2.23839,
0.003163,-45.0994,6.27139,-2.25497,
0.003164,-45.4277,6.28763,-2.27139,
0.003165,-45.7527,6.30371,-2.28763,
0.003166,-46.0742,6.31962,-2.30371,
0.003167,-46.3923,6.33535,-2.31962,
0.003168,-46.7071,6.35092,-2.33535,
0.003169,-47.0184,6.36631,-2.35092,
0.00317,-47.3262,6.38153,-2.36631,
0.003171,-47.6307,6.39658,-2.38153,
0.003172,-47.9316,6.41146,-2.39658,
0.003173,-48.2291,6.42616,-2.41146,
0.003174,-48.5231,6.44068,-2.42616,
0.003175,-48.8136,6.45503,-2.44068,
0.003176,-49.1007,6.46921,-2.45503,
0.003177,-49.3841,6.48321,-2.46921,
0.003178,-49.6641,6.49703,-2.48321,
0.003179,-49.9405,6.51067,-2.49703,
0.00318,-50.2134,6.52414,-2.51067,
0.003181,-50.4827,6.53742,-2.52414,
0.003182,-50.7484,6.55053,-2.53742,
0.003183,-51.0106,6.56346,-2.55053,
0.003184,-51.2692,6.57621,-2.56346,
0.003185,-51.5241,6.58877,-2.57621,
0.003186,-51.7755,6.60116,-2.58877,
0.003187,-52.0232,6.61336,-2.60116,
0.003188,-52.2673,6.62539,-2.61336,
0.003189,-52.5077,6.63723,-2.62539,
0.00319,-52.7445,6.64888,-2.63723,
0.003191,-52.9776,6.66036,-2.64888,
0.003192,-53.2071,6.67164,-2.66036,
0.003193,-53.4329,6.68275,-2.67164,
0.003194,-53.655,6.69367,-2.68275,
0.003195,-53.8734,6.7044,-2.69367,
0.003196,-54.0881,6.71495,-2.7044,
0.003197,-54.2991,6.72532,-2.71495,
0.003198,-54.5063,6.73549,-2.72532,
